featureid	Intercept	Group[T.SDP]
Streptococcaceae	1.48387680947781	-0.762776471674442
Fusobacteriaceae	0.38450787961483	0.231815300881863
Neisseriaceae	-0.0637569576501846	0.211746655404568
Pasteurellaceae	0.377554044127464	-1.72846136242151
Veillonellaceae	-0.0926903635263443	0.00459005683660507
Prevotellaceae	-0.0973589569330215	-0.13759008795023
Porphyromonadaceae	-1.07396663725376	1.13305857032537
Leptotrichiaceae	-0.918165817856789	1.04761733859777
